h3,lat,lon,time,temp_c,precip_mm,wind_kph,is_weekend,is_holiday
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 13:00:00+00:00,36.284330165656655,0.2609629777377249,12.085216485543533,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 14:00:00+00:00,34.7103263727903,0.09125679966509156,11.174119638855592,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 15:00:00+00:00,33.76761388121733,0.0,7.030561542746607,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 16:00:00+00:00,34.340228397982195,0.0,9.388868609411366,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 17:00:00+00:00,29.139182599446215,0.08684528236136259,8.869179414461259,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 18:00:00+00:00,27.335462399250297,0.019557296794488293,8.543335247894067,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 19:00:00+00:00,24.039599932598495,0.22777847018777628,11.823147766355104,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 20:00:00+00:00,21.139951531671443,0.0015365074806532762,6.906132485909496,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 21:00:00+00:00,20.906668013078935,0.2675483406823391,6.22112253520093,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 22:00:00+00:00,17.841894616786156,0.19945325076147327,10.39125186999191,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-09 23:00:00+00:00,19.02585388624711,0.04985722718712301,11.225443012229922,True,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 00:00:00+00:00,15.37850201198084,0.0,6.3588390373827135,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 01:00:00+00:00,16.077668607833846,0.0,10.796524041237594,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 02:00:00+00:00,18.4983606512785,0.0,2.4213883889050267,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 03:00:00+00:00,19.737671962299185,0.0,8.344202081879644,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 04:00:00+00:00,19.5076968452691,0.0009495163787622545,13.265799563938751,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 05:00:00+00:00,23.649776322117148,0.29773835860383613,10.890491828923905,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 06:00:00+00:00,28.314730920403633,0.26271667444816155,12.706263561261032,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 07:00:00+00:00,29.043345606061607,0.9685209467891436,6.946524868915698,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 08:00:00+00:00,30.668288870505155,0.13228513938016762,6.231276190249445,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 09:00:00+00:00,33.36685960195397,0.12297024155136035,7.264944949167691,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 10:00:00+00:00,36.56719594371804,0.03591947246046921,4.301450091249492,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 11:00:00+00:00,35.158107366779184,0.0,10.748224844401468,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 12:00:00+00:00,35.82075211624643,0.2545504093598841,9.55111209903837,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 13:00:00+00:00,37.46158196292814,0.0877100620718925,12.891657264797042,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 14:00:00+00:00,35.22666582029254,0.0,8.535867634626847,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 15:00:00+00:00,33.44541201185603,0.0,6.854978862739459,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 16:00:00+00:00,32.37729989081008,0.1024226274499162,7.9527853975709775,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 17:00:00+00:00,29.357083486835105,0.7337128749785732,6.587714388379093,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 18:00:00+00:00,26.071286019490916,0.0,5.986109688215655,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 19:00:00+00:00,23.607906312131796,0.2972415395170718,7.868799395315277,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 20:00:00+00:00,21.351657261225,0.42344930858495883,6.7347689560326955,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 21:00:00+00:00,19.52317906890915,0.0,4.3669058034141575,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 22:00:00+00:00,18.121533844799963,0.0,6.049026194505367,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-10 23:00:00+00:00,18.56969061237338,0.10472762489336272,8.435365950842192,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 00:00:00+00:00,17.95333782457281,0.0,5.277702765617893,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 01:00:00+00:00,18.04557819916181,0.0876711206702077,10.15453598946841,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 02:00:00+00:00,19.040291987978133,0.107507157754634,11.962106135021035,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 03:00:00+00:00,19.141318615809713,0.0,10.100245555829769,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 04:00:00+00:00,23.23893675813747,0.01807600488169481,4.037380215706202,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 05:00:00+00:00,22.53724399655267,0.4389957501412544,10.419604108712646,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 06:00:00+00:00,27.918561801168178,0.0,8.3891236064585,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 07:00:00+00:00,26.575377967184764,1.1204616300041985,10.083280408043732,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 08:00:00+00:00,35.23312264146944,0.0,8.203259185623562,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 09:00:00+00:00,34.58126210257665,0.0,5.476382870425615,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 10:00:00+00:00,34.923251988818464,0.0,13.492589256801798,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 11:00:00+00:00,36.93048305132315,0.0,12.96427345767835,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 12:00:00+00:00,37.49828521471905,0.054988220202488905,1.4710193218853675,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 13:00:00+00:00,35.78888788563074,0.0,7.9527771049437845,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 14:00:00+00:00,34.274631235399426,0.0089142949033445,7.833319444132323,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 15:00:00+00:00,33.635053474850565,0.23177036345256669,7.385163389938382,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 16:00:00+00:00,32.201018024499035,0.06324760820276806,9.455608078537038,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 17:00:00+00:00,30.40463877468821,1.1266154158855781,17.379175075919356,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 18:00:00+00:00,24.964723277695732,0.0,9.197674660466069,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 19:00:00+00:00,24.378035550583782,0.0,9.678236914321907,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 20:00:00+00:00,22.404528831544454,0.07463241456095722,0.0,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 21:00:00+00:00,20.52914087329753,0.2884303768318893,8.573614466277307,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 22:00:00+00:00,19.795516392347718,0.0,7.8562828633687065,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-11 23:00:00+00:00,18.46479748938916,0.08962130611723244,14.41422480248549,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 00:00:00+00:00,15.903544473369516,0.36753353731381383,6.654962395319489,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 01:00:00+00:00,16.161284463235692,0.0,12.027325899952006,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 02:00:00+00:00,17.616976563128343,0.131457264904824,10.801247192390669,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 03:00:00+00:00,19.12489126827801,0.0,4.028073666877249,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 04:00:00+00:00,22.57723155648008,0.30684691891140253,3.557264994672744,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 05:00:00+00:00,22.016289947247113,0.07114727826104283,3.838222247939606,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 06:00:00+00:00,25.589530779032604,0.13742656110593868,10.497845957951265,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 07:00:00+00:00,28.423694581851436,0.008077313009757458,10.289862230670924,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 08:00:00+00:00,30.553297230295662,0.12564191802591881,9.624857416799069,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 09:00:00+00:00,34.46082737938468,0.07715075697883543,6.740853360898622,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 10:00:00+00:00,34.83701120772677,0.0,6.1816662903458655,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 11:00:00+00:00,37.40065351724032,0.2977891112168529,3.7678032186714465,False,True
882a306767fffff,42.40123827852376,-71.16520107556833,2025-11-12 12:00:00+00:00,38.11073953915395,0.0,8.072537240928845,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 13:00:00+00:00,36.76616526911838,0.15800962853260392,7.313692214707215,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 14:00:00+00:00,34.74777609800769,0.3611173061794881,7.495053610520472,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 15:00:00+00:00,33.89359597590605,0.13951890016109333,4.83016919549042,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 16:00:00+00:00,32.325348989156424,0.23221227545191014,10.942750774861343,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 17:00:00+00:00,28.367661297501456,0.0,10.629440782708537,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 18:00:00+00:00,28.241270166334356,0.0,9.93260555802305,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 19:00:00+00:00,24.875033552685032,0.0,6.754716612331293,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 20:00:00+00:00,20.96130089288973,0.5400318631482975,10.870364032233786,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 21:00:00+00:00,20.67240631248472,0.08508211928133771,8.503684679061063,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 22:00:00+00:00,19.172468451533522,0.06250959741823772,11.152142990272155,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-09 23:00:00+00:00,17.84756152525889,0.11827652422120319,13.03444412601511,True,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 00:00:00+00:00,18.712776123331228,0.12370247817448646,8.415722171364402,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 01:00:00+00:00,17.00139538768955,0.04588937677250651,9.624138302344592,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 02:00:00+00:00,19.055511219935557,0.0,6.03077703499674,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 03:00:00+00:00,19.315761676520335,0.045050831904008194,12.373021761334966,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 04:00:00+00:00,21.095467422895254,0.2760626130131276,4.471523789739601,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 05:00:00+00:00,24.595165964198195,0.0,3.368897304857588,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 06:00:00+00:00,25.75649610043158,0.0,6.309818956311988,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 07:00:00+00:00,28.410596187059777,1.311140304327573,12.021031157580147,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 08:00:00+00:00,31.90820108903535,1.3011007868121411,9.182511394857224,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 09:00:00+00:00,34.430502448692216,0.4082635363637662,11.881363654278308,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 10:00:00+00:00,37.801803037989835,0.05882269067691547,12.000775736465988,False,True
882a3060b5fffff,42.39033228712665,-71.24498219574866,2025-11-10 11:00:00+00:00,35.11735166427415,0.0476228341633769,4.360389289529469,False,True
